export_res_ 1,export_res_ 2,export_res_ 3,export_res_ 4,export_res_ 5,export_res_ 6,export_res_ 7,export_res_ 8,export_res_ 9,export_res_10,export_res_11,export_res_12,export_res_13,export_res_14,export_res_15,export_res_16,export_res_17,export_res_18,export_res_19,export_res_20,export_res_21,export_res_22,export_res_23,export_res_24,export_res_25,export_res_26,export_res_27,export_res_28,export_res_29,export_res_30,export_res_31,export_res_32,export_res_33,export_res_34,export_res_35,export_res_36,export_res_37,export_res_38,export_res_39,export_res_40,export_res_41,export_res_42,export_res_43,export_res_44
103.6642,32.07906,1.686033,0.4031627,-2.275628,-3.916013,-6.485723,-0.4723624,-3.605928,3.007237,-1.060852,0.58644,1.603753,0.6207073,-0.7846279,0.7133988,-0.3345199,-0.6618692,-5.145985,2.043432,-0.1013872,-4.560307,-4.726775,-0.8495223,-1.162088,11.70299,-0.1871826,-5.174616,0.4446191,0.6425418,-1.220867,-0.7955738,-0.6081918,0.5007381,-2.853736,0.4763066,2.216618,-2.26285,-0.42133,6.132457,8.529806,6.551033,4.04661,4.747787
103.664,32.07909,-0.4028841,0.06176066,1.287594,-1.887707,-1.891457,0.8319368,0.9639242,5.547391,5.232743,3.981994,6.278945,4.608126,0.6427869,2.279478,-0.5598597,-2.15869,-1.185095,-5.241905,-5.410316,-0.1237937,-2.185851,3.918931,-1.831137,-0.729318,-0.6614834,-2.574782,3.673032,-1.675557,-1.796827,-1.120326,-3.347593,-3.618657,-2.422885,1.257451,-2.663966,6.846168,2.739962,4.574364,-0.4404371,5.965535,-4.642236,1.731555
103.6643,32.07917,1.340615,0.08337778,-3.714606,-2.160535,-1.689876,-3.680894,-0.9458779,3.925688,2.021326,2.483868,0.4543574,-0.7407511,-0.4679751,3.001388,-1.090566,-3.826837,-2.803165,-4.533473,-3.207138,-0.6986215,-4.049734,0.921118,0.9053571,0.08463296,-0.3133458,2.86817,1.870747,-0.05620589,1.217863,0.8635116,-2.162748,-1.287859,0.554608,1.831322,1.445014,3.279189,2.473378,2.267507,2.648337,2.667815,1.602702,4.976587
103.664,32.07921,-0.904884,7.324584,6.827831,5.002335,6.72024,2.131908,3.276283,-5.72695,2.878198,2.923514,-0.2219638,12.37269,0.2712443,1.943315,-4.136536,-3.24378,0.4321261,-3.624876,-10.59847,-2.084253,-6.083043,0.7973312,-4.429083,1.930412,-3.392184,-8.339805,-1.195678,-2.112962,0.3776409,-3.638037,-0.1598943,-3.763695,1.824966,-0.3167884,-0.5739269,1.006165,6.266448,0.3374058,5.688617,0.16122,5.744848,8.267934
103.6638,32.07924,1.176033,0.8450699,-4.134858,-3.744278,-1.963418,-2.286985,3.834675,7.564021,-0.1187764,5.32168,5.540854,-1.498283,0.5266541,0.3485743,-2.813762,-6.531888,-1.251272,-7.355017,-6.622865,-3.25386,-0.5218648,4.74331,3.26025,6.908469,0.6455594,3.310251,-5.504807,0.8631949,1.067548,1.377584,-8.103586,-0.7189814,-1.08887,1.24174,9.377919,5.537188,0.6136861,-4.445721,4.812036,5.494678,0.09829362,4.205837
103.6625,32.07956,-13.44653,14.9186,15.26464,12.3993,15.63074,15.29183,15.08477,12.52138,16.7049,16.88429,16.4899,19.96804,12.42343,12.23931,2.014563,5.092147,3.6685,2.477592,-0.7702085,2.554934,4.514423,5.276609,-3.411349,1.283896,-2.848081,-6.033429,-3.298396,-5.095617,-10.92976,-8.734132,-10.15747,-9.854707,-9.13975,-10.48355,-9.905005,-9.79048,-12.1892,-6.525116,-13.89064,-14.14042,-19.07204,-31.08603
103.6644,32.07954,-0.8344691,3.442361,2.687592,2.164306,3.707699,-0.7325585,-0.2704827,2.5039,5.246397,14.63445,6.376157,0.9589821,4.189895,0.221917,-2.1016,1.474446,-3.938538,-5.217741,-4.992624,-7.18952,-6.669829,-1.226639,-6.798091,-3.335184,1.279773,-4.148062,8.041705,-2.169372,0.701862,0.1033701,1.977136,-6.187204,-1.120581,-3.137739,-8.961035,3.088255,2.520456,4.551036,3.175756,6.806438,2.228973,4.381088
103.6638,32.07962,-12.29382,27.38887,24.58353,24.57448,24.64827,21.71874,23.22718,25.29208,21.15653,14.29894,4.496361,5.531488,-1.905542,-0.5535655,-1.717749,-2.534739,-2.526399,-4.160747,-4.573935,-3.586623,-4.707819,2.597114,-10.66081,0.921678,-11.6593,-7.037039,-7.15828,-6.990794,-7.009043,-4.556754,-5.511737,1.040035,-8.166966,-3.056402,-8.039154,-9.867316,-9.033068,-11.3981,-12.90592,-12.67902,-5.282477,-10.46167
103.6646,32.07964,0.8330075,-6.801859,-7.343475,-7.34286,9.607221,-1.940516,4.018628,5.792871,4.106742,7.924744,6.859597,3.368824,3.602951,2.955129,-2.328048,-2.637744,-6.175853,-7.168899,-6.025395,-4.878918,-2.356604,2.32138,0.3061314,3.330276,-4.839678,-0.4273252,-1.713647,-2.20741,-0.8440313,0.2833799,-2.0212,-0.4929519,2.26175,1.86157,1.504707,0.9812587,1.382147,-0.4376873,4.3062,8.120961,3.325453,6.281673
103.6642,32.07969,-2.378394,0.7664145,2.083225,-0.1178308,-0.04780666,8.228316,1.360893,7.800694,8.77261,7.308437,8.833254,4.227967,2.509028,2.316602,-0.3161436,-0.8012959,-3.180281,-3.941586,-4.514606,0.4303215,-1.315542,4.807806,-0.1791169,-0.1690354,0.06045576,0.2024451,0.3156057,-3.724581,-3.849423,-1.085443,-4.015644,-2.262545,-2.922832,-1.179528,-2.980949,1.573391,-0.9706038,-0.5375594,-2.55197,0.992608,-6.080637,0.01888368
103.6632,32.07985,-5.201295,5.197571,1.038202,0.5444281,-5.764796,2.217509,5.362963,-0.9955179,7.798854,13.25374,10.89434,9.412699,10.1697,13.38774,4.156942,3.881105,5.854993,1.010094,-4.694537,-0.0476634,-0.1705502,12.66806,-0.7251729,-0.7547061,-0.2836636,-5.306183,-4.818654,-2.89878,-4.946832,-5.420179,2.138567,-1.643882,-4.723373,4.052994,-0.9079242,-4.695771,-1.467297,-4.833208,-9.045088,-11.60293,-19.79701,-14.96738
103.6646,32.07977,-1.788113,3.437958,2.075854,1.726805,2.108402,0.3180657,2.837147,6.676194,8.644447,11.16252,6.796222,3.802474,4.349014,-1.881588,-1.0853,-3.238517,-5.585993,-6.971358,-2.35709,-0.7767779,1.089148,5.919738,0.632072,-1.03397,-4.49962,-2.059694,-1.073702,-5.629114,-4.476917,-3.635148,-3.060396,-0.7971259,-4.130135,1.000863,-0.6125092,1.374404,0.06561656,2.146652,3.227536,2.600701,-1.874461,0.4068833
103.6644,32.0798,-1.537848,-0.1116283,2.962828,7.147222,5.619918,-1.633031,1.949753,10.92286,3.100061,7.06626,8.465939,5.119529,3.968146,2.916936,-0.3303811,-1.57242,-4.420945,-5.892543,-6.974495,-6.505895,-4.218822,1.059142,0.6049659,-0.01999679,-1.440716,-1.093198,-3.305978,-4.77632,-6.669282,-7.244603,-6.076822,5.073841,2.816121,-0.5296296,2.196698,2.373052,2.724771,2.186523,1.893399,4.575667,0.2840807,2.584585
103.6667,32.07958,-0.9448928,-3.908464,3.543697,0.6862596,-5.363662,12.48563,9.229292,3.814377,0.2311025,17.38469,2.703991,2.397216,-1.85187,-4.938995,-1.967255,-1.466868,-5.956669,-1.979589,-11.63472,0.2376514,-3.647066,9.638081,4.687878,11.35812,0.7941259,5.44319,-9.053683,-1.050494,0.565001,-0.1595444,0.07808611,-2.223148,-8.762413,-3.873464,-5.487119,-2.619388,-4.087883,-3.078672,4.95919,10.76251,-5.711511,1.716216
103.6641,32.07997,0.1139782,-0.5352575,-0.9572202,-2.384212,-0.1501328,4.73133,2.533563,4.26441,3.073278,9.508592,3.759824,6.952616,4.103236,-2.516951,-3.1618,-5.278025,-3.746824,-8.771942,-4.454766,-4.954115,-0.8122654,1.004239,-0.3622169,5.540236,-12.43605,-2.496196,2.944255,3.128826,3.912673,3.585678,1.073651,0.6523042,-0.4297255,1.352843,0.03223679,1.778123,0.5765985,4.277599,0.8521404,3.276134,-2.622257,-4.458033
103.6658,32.07984,1.90072,-3.401983,-2.972326,-2.869846,-6.354527,-1.740353,-3.609611,0.5409787,6.224861,6.037794,2.361998,4.283711,2.227541,0.8527635,-0.8809173,-4.165823,-4.224197,-3.693279,-4.429498,-5.496949,-3.976839,-8.066175,3.111369,4.787583,-1.378528,1.691867,0.4751609,-0.1365992,-1.452355,1.057835,1.516712,2.255855,-1.2222,2.224006,2.385639,4.560467,1.884338,1.106146,4.265307,3.241697,5.465547,5.603958
103.6617,32.08032,-16.86607,20.79807,19.00013,13.64073,19.3611,13.6345,20.64726,32.65827,22.55935,13.49951,8.466135,21.47153,27.81279,11.24078,14.53268,7.612201,-0.2108858,2.930161,5.571425,0.4669861,-0.8489029,4.197957,-3.918739,-8.405982,-3.393581,-6.348533,-7.194529,-12.56651,-18.03084,-4.797452,-13.89873,-18.0871,-17.82217,-5.131264,-25.13462,-19.1742,-17.62661,-22.26845,-18.94735,0.601183,-5.745737,-19.85005
103.6647,32.08001,2.120373,-1.436693,-1.982473,-2.41482,-3.051893,-4.883533,1.817554,-0.7101736,0.7058265,2.657995,4.189287,1.318447,-0.5145388,2.978934,-8.553298,-3.497168,-6.451645,-5.357023,-2.304201,-2.755378,-1.906476,5.283397,0.8650252,4.549217,-0.07009347,-1.567363,2.992842,0.8844332,-3.086842,-3.530361,-2.201304,-0.5780955,0.2810125,3.010019,2.299451,3.63302,1.819334,4.067706,16.32265,6.799564,2.624245,0.7643436
103.6674,32.07972,2.006732,-5.221067,-5.165915,-3.939225,-5.17007,-3.783195,0.4947085,4.042576,0.3166474,4.472667,5.456032,8.5873,4.80911,-0.1811778,-2.663361,-5.322274,-6.131169,-7.966235,-7.298012,-4.068768,-6.098471,11.80931,4.793446,5.631614,1.406766,-0.2677782,2.88892,-2.261172,-1.885664,-3.824066,-3.934153,-0.1940564,2.853314,3.645998,1.731183,3.325885,2.258704,3.915573,6.39309,5.92985,4.378502,5.709849
103.666,32.07993,1.39101,-1.629927,-2.026917,-5.994276,-3.460472,-1.503869,0.699053,2.211637,3.452183,6.195498,1.937057,3.806278,2.527719,0.2531041,-1.549098,-2.967821,-4.397682,-5.616012,-5.830039,-3.2991,-4.282718,4.130757,2.010421,4.798829,-0.604669,0.2047473,2.438318,-2.19761,-0.5482165,-2.700752,-0.9791046,-3.178295,0.1127953,1.109871,5.002579,4.855738,3.025012,5.329,2.706718,8.240103,-2.525674,3.841459
103.6657,32.07998,1.329927,-0.7638704,-4.156715,-4.611662,-4.953245,-4.173018,1.281938,2.380696,2.796709,2.201605,3.093735,4.62213,5.026479,6.611595,-5.249015,-5.46844,-2.727193,-6.479583,-8.310176,-6.003824,2.049441,8.693963,5.810806,4.497904,3.327249,3.116394,0.9200629,-0.9886767,-2.676239,-1.983261,-1.94296,-0.2166543,-2.892226,-1.564135,2.375557,0.640022,-4.701752,4.08538,9.243754,9.54897,-2.721035,3.73189
103.662,32.08041,-26.33776,29.14515,29.2471,24.56203,28.71704,27.31702,28.30343,33.12436,31.87222,32.86245,26.81676,22.70895,20.677,19.15755,14.28525,12.25828,7.958222,6.054562,5.899632,8.639525,7.611734,7.431412,-1.767357,3.345955,-4.383003,-7.367437,-6.754802,-11.97827,-15.96578,-19.77838,-22.16958,-21.31195,-19.05704,-23.95971,-23.40858,-19.88704,-21.9027,-26.27165,-28.42411,-32.90268,-45.41314,-36.03228
103.6618,32.08044,-25.81801,28.3596,26.88585,28.06439,27.45801,28.75504,29.47733,29.34812,29.53835,31.53006,28.55452,21.51302,22.22761,18.56736,9.823936,9.590454,10.0653,6.792004,6.778178,10.35919,7.152608,8.530967,0.162633,1.074552,-2.861972,-10.01262,-10.30836,-13.33256,-11.77308,-17.37976,-21.46471,-20.33574,-21.7029,-21.07187,-27.04338,-23.53687,-26.14933,-25.21563,-28.53877,-26.08348,-37.08037,-38.09032
103.6662,32.08004,1.367345,-1.322582,-1.801796,-4.712647,-3.522186,-3.948216,-1.423061,4.702568,0.9297044,2.743152,3.85661,3.819597,2.237987,1.442464,-1.522651,-3.94334,-2.551217,-3.521962,-6.557198,-4.949722,-5.075273,6.140847,6.320856,2.97732,-1.30299,1.232394,3.106071,-1.736066,0.3719351,0.7497039,-0.7057604,-2.122646,6.593803,3.473593,-1.476257,-0.5948471,3.983422,-1.130415,1.824867,5.166564,1.876075,4.600524
103.6659,32.08008,1.163869,0.4851346,1.492382,-4.039602,-3.916038,-3.700943,-0.3545481,-3.855006,3.681213,3.724358,3.125494,5.641504,4.602798,4.435547,-2.23094,-3.431886,-2.825809,-5.339244,-8.226622,-5.678517,-3.729381,5.95151,4.351464,3.021515,0.1448504,-2.029294,1.997311,-1.790557,-1.77166,-1.94425,-1.465332,-0.9475892,-0.1777361,3.276587,1.124203,5.196069,3.274234,3.552523,2.901583,5.631961,1.481656,2.754066
103.6622,32.08051,-25.38981,26.07489,28.9043,22.87522,24.57248,28.42496,29.79135,28.69574,32.07904,32.56887,29.30589,23.99539,21.32355,18.9432,13.49065,12.74621,9.68086,7.082591,6.386539,5.117615,5.621952,3.947046,0.9781038,2.906893,-4.583369,-8.55279,-9.520044,-13.32503,-14.45969,-17.2671,-22.84043,-19.94862,-21.04709,-24.11001,-21.90127,-22.39191,-24.14856,-26.9761,-26.31166,-30.85455,-34.15526,-32.4747
103.662,32.08053,-23.51414,26.41754,28.41521,24.53379,26.05998,27.2169,24.96087,29.15623,26.60923,28.51168,26.03731,21.95395,18.41605,16.92314,8.809283,9.676267,6.933653,7.217117,4.181145,7.029165,4.915954,10.54879,-0.3114478,0.1152715,-7.2911,-7.303021,-9.807233,-14.24615,-15.60318,-15.3863,-19.60586,-19.50825,-15.00712,-19.64021,-19.13574,-18.00854,-22.07567,-25.57585,-24.88878,-27.80438,-38.31525,-25.31303
103.6662,32.08017,1.802986,-2.369853,-0.3897891,-3.869371,-5.297193,-3.980107,1.103096,1.448042,2.41695,5.090391,3.225048,2.089793,0.9254864,1.39821,-2.606858,-4.777851,-4.08838,-6.386913,-5.668452,-4.751668,-2.539294,3.692479,2.821301,5.339351,2.372158,0.3716947,2.724748,-1.828906,-0.1220791,-2.693823,-1.646445,1.470533,-2.640721,1.873188,3.121514,4.976775,3.355878,5.594994,4.268828,8.568298,-2.449289,2.742873
103.6659,32.0802,1.003898,-5.301679,-5.817147,-7.55704,-3.476287,-2.529672,3.044243,4.48505,4.465403,6.087034,14.23705,9.076776,8.623214,3.769849,-3.030743,1.389642,-8.624231,-12.99696,-9.405235,-6.384838,-12.92969,4.652934,4.102842,6.327989,0.8658289,10.07432,4.381914,-0.2746396,-1.663388,-0.5371779,0.1352091,1.550114,0.1394409,0.8087137,1.523496,0.9364166,0.3107168,2.575371,1.929732,5.404916,0.6062666,-4.183138
103.6622,32.08063,-23.4254,29.78068,22.13699,20.31242,25.17351,31.49228,26.05996,26.0806,28.2633,30.53267,24.99295,21.70219,19.74146,16.74705,10.5011,9.154372,9.822904,5.092504,5.68157,7.21977,5.110604,7.921902,0.6829609,2.60682,-3.830899,-7.941833,-10.65285,-15.20236,-16.05622,-20.58723,-19.12545,-19.18276,-20.16365,-20.85888,-21.96439,-18.0486,-22.28186,-23.36383,-23.76974,-23.6302,-31.62444,-27.29737
103.6664,32.08027,1.405914,-3.043507,-5.047266,-4.413763,-1.236991,-4.509417,-1.068764,3.193967,5.654396,4.224404,6.380364,4.801331,4.106064,2.801342,-3.49764,-4.933942,-5.999283,-7.474438,-5.624956,-3.457189,-3.321133,6.762476,4.958038,5.123742,2.489223,-0.5140516,0.6652922,-3.713201,-3.43646,-3.096767,-1.895247,-0.782088,-0.9497119,-0.9215191,0.2807895,5.340886,2.974573,3.920947,5.14457,6.923852,3.983956,5.324203
103.6661,32.0803,0.9865468,-6.038127,-6.330411,-6.68829,-4.721374,-3.04308,1.024213,5.645213,6.061188,6.298274,10.3599,5.461572,4.71091,7.360413,0.07546222,-6.562548,-5.09119,-4.804348,-7.259964,-5.943481,-1.956873,7.987987,1.770396,5.550464,1.73286,0.6993506,1.839446,-2.516346,-3.920339,-1.852195,-1.545637,-3.772978,1.168782,-0.8919084,-0.8582068,4.9651,1.165012,2.100718,4.384302,4.795744,4.236078,3.003662
103.6622,32.08076,-24.8814,28.49645,24.01688,28.01386,25.78623,25.01229,31.35546,30.60958,28.78481,21.83728,28.70973,23.72131,23.42407,19.14414,14.04109,10.89487,8.525366,6.341971,6.072306,6.3549,6.282381,9.003696,4.530855,1.549981,-7.083006,-6.500817,-10.4588,-16.16055,-18.0134,-21.54625,-21.06791,-22.43731,-32.61757,-23.02707,-22.37125,-18.92757,-21.9368,-22.30683,-23.65335,-32.38829,-34.98258,-18.94698
103.6664,32.08038,1.064389,-1.451116,-2.717185,-6.060418,-1.367903,-1.007441,1.941027,3.209559,2.95553,3.723721,3.698558,2.804132,3.544106,3.299105,-1.712072,-3.992883,-4.762515,-5.867134,-5.425502,-4.208546,-3.833797,8.881618,2.889724,4.100913,1.667285,-0.6306496,-2.358366,-4.757665,-2.939211,-1.116133,-1.865471,-0.9216291,0.2139199,0.8465568,2.369534,2.273099,4.435963,3.895737,3.427897,5.476776,1.651047,4.356608
103.6668,32.08084,-0.402203,-0.4226981,-2.709134,-2.204998,-0.8749884,-1.405813,1.747133,6.251616,4.879144,5.64951,5.629218,5.588981,4.315235,3.051483,-2.113811,-2.830948,-4.465779,-6.30738,-4.418785,-3.203578,-2.528884,7.013252,6.047898,7.329406,1.373875,-1.137651,-1.167104,-3.709065,-3.581148,-2.802772,-3.66723,-2.106469,-2.8903,-0.9549982,0.5373724,2.582934,2.53705,1.535013,2.505133,2.457314,-1.172079,0.4825959
103.6667,32.08085,-0.3539396,-1.233708,-2.245559,-2.00764,-2.097408,-0.9994245,2.251622,5.554166,6.278599,5.989672,5.77959,6.17456,6.142115,1.742807,-1.998635,-3.389616,-4.22437,-5.84398,-5.732743,-3.121675,-1.402592,8.355742,4.717014,5.724544,1.249839,0.338968,-0.8565381,-4.73798,-3.994928,-3.859902,-4.38655,-3.15565,-5.501296,-1.298315,-1.03089,2.798146,3.939291,2.384639,3.692906,4.618621,-0.123283,2.440196
103.6666,32.08087,-0.605145,0.0785365,-2.658175,-2.046837,-1.495834,0.5813727,1.821913,6.264336,5.575059,5.82597,6.563589,5.647501,5.61446,1.771641,-1.418085,-3.741842,-3.380086,-5.529748,-4.579762,-3.764117,-3.21876,7.744469,5.63844,5.064407,2.387797,-0.675019,-0.4914207,-3.782009,-4.426559,-3.67047,-2.958243,-3.852813,-1.247837,-0.3391153,-1.132318,2.786943,1.955953,3.058017,1.917056,2.029425,-1.447619,1.577741
103.6664,32.08089,-1.717522,1.604908,-0.1358494,-0.9647484,0.2411703,0.8810638,3.724298,10.9205,6.502975,7.967075,4.975828,5.887142,3.844243,2.595214,-1.066251,-2.536991,-2.77521,-6.276664,-3.883797,-4.535003,-1.712224,6.624225,6.299101,5.437392,1.205518,-0.7716078,-0.7639557,-3.786064,-4.858725,-3.369106,-5.245419,-3.426196,-1.016208,-0.6026071,-3.210723,1.040844,0.9766429,0.540365,0.4588411,2.317885,-2.394564,-0.3910793
103.6673,32.08101,-1.318711,2.351773,-4.094336,-3.980037,0.1096941,0.3670191,2.832997,8.504046,5.239356,7.907726,3.882815,5.704786,4.833559,3.165048,1.075903,-1.277527,-3.671083,-5.023738,-4.387615,-2.830201,-2.212621,5.173297,6.376916,8.608404,0.3829611,0.6952923,-1.06251,-3.015579,-4.438963,-6.203309,-5.28479,-3.260953,-4.332091,-2.013472,-0.4033877,-1.077115,0.3853543,3.363802,1.258847,2.646864,-2.434039,1.630911
103.6671,32.08104,-2.305915,3.626181,1.067677,1.732499,0.7558727,2.21092,4.831717,8.649011,8.004845,9.072035,8.393684,7.61088,4.86967,4.914794,-1.406127,-4.15384,-8.909184,-6.328653,-4.932989,-2.866623,-5.580872,5.98889,3.541984,6.786111,4.382679,1.023285,0.5046063,-3.314865,-5.081039,-6.317574,-4.952341,-3.735187,-3.826613,-2.703362,-2.733094,0.6279363,1.123425,1.602514,-1.849005,1.075984,3.760807,-3.024829
103.667,32.08107,-0.86088,-0.6846448,-0.01104218,-1.664444,-0.619938,-2.806877,2.13504,-2.918996,7.378917,11.40506,9.005364,6.023573,6.320158,4.950731,-2.175633,-1.536976,-2.11764,-5.645804,-6.020842,-4.162009,-2.244104,4.549571,4.401644,5.415718,1.613629,-0.1412048,-0.6179399,-4.421833,-3.601578,-3.781729,-1.957098,-3.271304,-8.723785,-1.248757,-1.205425,2.164238,-1.405818,2.444327,0.06927751,4.531507,0.485112,4.886971
103.6666,32.08112,-3.275796,0.2941461,-1.857355,-1.978279,1.028386,5.04846,5.045074,6.034383,9.655026,13.50833,11.56966,7.978199,7.431718,3.919599,0.3113274,-0.8075331,-4.503551,-4.674746,-3.696386,-1.989598,-1.15906,8.330791,7.0188,8.248069,1.274423,-1.498473,-2.526228,-4.469426,-5.577678,-6.288527,-5.296056,-5.301799,-7.983044,-2.055213,-4.223645,-1.42709,0.9870948,-1.002272,-1.179704,-0.9949778,-4.113926,-4.086422
103.6665,32.08127,-3.74556,4.35649,0.4759024,1.810331,3.329391,1.250109,-0.3372922,7.156779,7.09922,15.00126,10.42417,6.898268,6.511462,7.561991,0.8375614,-1.396152,-0.9904198,-2.763375,-4.436777,-5.136411,-1.985716,5.569402,4.655573,6.161048,2.903778,-1.705457,0.8108634,-2.817021,-6.197979,-4.102699,-5.070668,-4.365546,-3.146246,-3.980838,-7.334408,-0.5933602,-2.278466,-5.783132,-1.593382,0.1454444,-2.585095,-5.531805
103.6639,32.08307,-6.093929,5.14255,4.897332,2.654372,4.767464,7.521581,7.117183,8.207421,8.281939,11.82237,10.5408,9.076856,8.822245,7.533183,0.4566414,0.4898931,-1.214775,-1.518633,-1.164871,1.617183,3.746023,5.227071,-0.5787932,-3.755972,-3.830837,0.8787338,-2.131868,0.3521859,-0.3980578,-3.601088,-8.431063,-6.000868,-4.876647,-3.365873,-4.660021,-5.631341,-4.000665,-8.206199,-5.153657,-4.479126,-13.35889,-12.02373
103.666,32.08287,1.870389,1.268022,12.73789,9.95662,4.809303,-2.212585,2.098829,-3.095586,-0.130483,-3.146771,-1.270825,0.9456785,-3.284686,-9.148807,-5.162564,-5.86323,-5.086849,-10.88154,-11.61892,-8.917322,-7.256844,5.107478,2.301724,4.846179,-2.131027,2.337165,0.4424128,-0.21686,3.168668,1.868794,1.55555,1.186833,1.627198,1.183295,4.679093,4.352633,2.678505,5.786676,5.09562,7.236356,4.322983,5.069279
