export_res_ 1,export_res_ 2,export_res_ 3,export_res_ 4,export_res_ 5,export_res_ 6,export_res_ 7,export_res_ 8,export_res_ 9,export_res_10,export_res_11,export_res_12,export_res_13,export_res_14,export_res_15,export_res_16,export_res_17,export_res_18,export_res_19,export_res_20,export_res_21,export_res_22,export_res_23,export_res_24,export_res_25,export_res_26,export_res_27,export_res_28,export_res_29,export_res_30,export_res_31,export_res_32,export_res_33,export_res_34,export_res_35,export_res_36,export_res_37,export_res_38,export_res_39,export_res_40,export_res_41
103.6625,32.07834,1.014853,-20.33727,-18.83166,-14.49109,-8.359124,-6.686046,1.347233,5.108456,4.173433,15.95039,10.31829,8.354044,10.66908,5.945191,4.965812,4.800025,5.065913,2.677052,3.278906,2.754911,2.568241,1.554164,-1.196504,0.1080057,-3.9363,-7.345746,-4.268141,-2.290173,-3.721617,-3.191386,1.228918,-0.8721145,0.5132294,3.278258,1.309837,2.164021,1.145795,6.3543,-1.708761
103.6636,32.07823,2.601526,-25.35222,-19.95568,-14.02804,-11.07616,-7.753857,-5.83428,-1.597522,-1.48805,-0.9442297,3.290284,3.980749,4.027541,4.24723,3.591846,4.260605,5.006614,5.444958,2.825557,1.857136,2.95966,-2.324987,0.004920731,-3.710059,-2.917233,-3.149481,-1.06807,1.935757,1.954477,4.971809,3.300721,3.840334,4.911318,1.824771,2.618672,4.753086,7.099596,8.18818,5.58108
103.6623,32.07838,-7.531682,-13.76901,0.383474,4.756714,-3.770287,-0.8421734,2.186454,5.312523,4.545698,6.83087,8.024175,8.865055,8.362637,8.346384,6.989635,7.08234,3.462784,4.879778,2.763666,1.697882,-1.474191,-3.340695,-4.926964,-4.489105,-4.945846,-6.197556,-5.306961,-5.904598,-6.240745,-3.729941,-3.207506,-5.496138,-3.50044,-4.676518,-5.63679,-5.671059,-8.080261,-7.89636,-17.73652
103.6623,32.0784,-6.115873,-19.24927,-13.65593,-13.67,-7.695199,-3.577675,5.695035,6.957391,1.791348,7.457701,8.131339,9.856886,6.683593,8.594579,7.110508,5.465341,1.171539,6.102602,2.413023,2.65963,0.4093699,-3.241546,-3.493326,-5.916565,-5.787827,-7.137487,-5.802229,-4.381893,-5.497418,-2.851361,-4.510936,-6.360332,-5.126,-5.786084,-7.002543,-6.775318,-8.616258,-5.259467,-15.47655
103.6621,32.07842,-7.044968,-13.42964,-9.353486,-9.804228,-3.501532,-0.7024523,3.129991,8.523017,1.18295,5.201904,4.648644,7.838573,9.700004,7.886877,6.439054,6.852262,4.462798,5.13311,4.279777,0.9403941,-3.509894,-3.5818,-1.675354,-7.152723,-6.581516,-3.788671,-4.052736,-3.084411,-3.285637,-2.915002,-1.413072,-4.808349,-12.7707,-6.61153,-11.03172,-8.061153,-9.986273,-4.30052,-15.34699
103.6629,32.07833,0.1324275,-22.0768,-18.59243,-15.85163,-11.42349,-5.792985,-0.9573212,1.610988,2.087403,3.74942,5.874552,6.52433,5.654267,5.760575,4.704586,2.317813,2.136144,2.584066,3.853215,3.924107,1.504877,0.1934302,-1.401436,-1.519397,-0.4377147,-0.1707187,-1.774242,-0.2609945,0.3657269,1.48292,3.285988,1.839819,2.767566,3.969962,3.587191,2.834409,6.164721,7.736121,0.9903783
103.6626,32.07837,-4.081321,-16.43092,-7.264844,-5.743622,-3.141081,0.4457072,2.134132,5.985502,4.90042,6.028125,9.354436,9.332891,7.515317,7.883177,6.91126,6.34997,3.950711,4.979021,2.780939,2.03886,-1.352351,0.7000636,-2.360972,-3.147357,-2.580034,-2.935654,-2.922361,-1.570254,-0.7199218,1.032572,-1.103673,0.009502611,-1.592059,-2.112084,-2.466372,-2.783549,-5.104313,-5.113388,-16.98369
103.6629,32.07833,-0.7593849,-20.9929,-17.26361,-14.83131,-9.594476,-5.955369,-0.7066565,1.449078,1.867087,2.161716,3.276732,6.504183,5.836465,6.643671,5.456795,3.598369,2.9583,2.241949,2.823578,1.286207,1.172601,-0.2141086,-0.929006,-0.7647002,-1.421205,-1.913607,-2.077414,0.2892119,-0.1956343,1.559202,2.805861,0.6250087,-0.6334485,3.362903,3.087836,2.215051,4.234246,10.45607,1.388042
103.6636,32.07827,0.9316751,-21.51814,-21.3797,-14.93077,-10.24335,-6.498928,-7.985212,-2.099134,-4.704116,-2.473851,2.969632,5.664791,3.345028,5.700645,4.966243,6.735912,4.902256,4.236981,1.943226,0.4087067,6.141705,4.201604,0.7134451,-6.997632,-0.2565042,0.1055621,0.04421516,4.057594,4.539284,6.225521,3.954166,4.001527,-0.4826842,2.012264,3.0126,3.751416,2.314035,1.482285,-0.9275832
103.6629,32.07838,-2.521237,-14.62531,-13.4107,-5.532587,-3.298456,0.3015622,7.25666,14.59795,15.33931,14.01561,7.497375,8.864024,7.06609,8.101364,7.323131,0.1041446,6.489855,6.715108,2.51765,2.436821,-3.94512,-2.355867,4.787739,-4.935856,-5.66708,-4.523821,-1.486156,6.366457,0.0696895,4.165666,3.285887,1.198465,3.37344,3.99853,-0.2758841,1.682263,-2.528611,1.589365,-8.121711
103.6628,32.07838,-4.692201,-18.19303,-13.44147,-9.165333,-8.918177,-7.741507,0.8964604,1.080012,1.424283,1.457633,3.185328,9.591084,0.9801812,7.815896,5.988915,6.272665,0.07287335,4.838245,2.703723,1.374136,-0.6195555,-6.24678,-6.796718,-2.759893,-1.096165,2.371913,6.566353,8.537969,6.192393,6.583538,6.231491,8.094564,8.322883,10.23455,14.94189,7.698285,13.98647,11.1905,2.976123
103.6628,32.0784,-7.516381,-14.17875,-9.794546,-11.71008,-1.720514,2.874713,1.365942,2.765483,5.607388,6.883537,3.857338,8.721096,8.625131,8.289156,6.516998,4.992696,3.24346,2.569657,4.706133,0.3840147,-1.269309,0.9467189,-3.164142,-2.558783,-6.02964,-3.23009,-3.406609,-5.992183,-3.562726,-6.565878,-2.004839,-3.908105,-0.5546346,-3.587988,-3.779311,-8.948711,-11.38621,-8.881199,-16.3646
103.6627,32.07841,-7.531276,-9.218714,-9.52226,-5.036872,8.409691,-1.796038,5.26903,7.227724,4.895814,7.374604,5.971232,8.100331,10.13324,6.840858,5.341919,6.1878,5.224313,3.207561,1.302841,1.250289,0.400021,-2.661179,-3.393105,-4.394415,-3.550358,-3.233592,-2.798005,-2.174818,-4.465104,-1.855681,-0.3002783,-4.930477,-1.899674,0.2751232,-3.153452,-1.7533,-4.140911,-2.541249,-12.61943
103.6626,32.07841,-2.85801,-17.07688,-9.770056,-9.010849,-3.080547,2.025338,6.198271,7.736348,6.064699,9.818123,11.13052,11.34353,8.743956,8.214505,6.922357,6.893323,3.923744,1.565967,3.080126,2.619353,-1.788522,2.501567,-1.057488,-4.301088,-6.067236,-6.345616,-10.26693,-7.057369,-2.869768,-2.27138,-1.052856,-1.471095,-0.5345245,1.253858,-2.36195,-1.971744,-1.409414,0.1854406,-12.58947
103.6639,32.07835,3.563503,-21.07703,-19.05683,-13.97095,-9.518371,-8.746953,-7.851566,-2.29243,-7.074804,-9.266935,4.439342,-2.044365,3.813767,3.742017,3.099175,5.349744,7.437689,7.452103,1.908338,0.5997818,-0.002908662,1.826774,-2.250513,-0.2200607,0.1760667,-1.481944,-0.8760164,4.260053,0.7920437,4.858948,5.974436,8.489707,6.262189,5.199406,4.285128,3.048132,6.804199,10.11516,8.753612
103.6637,32.07837,3.582198,-24.6021,-21.9329,-16.2147,-12.49841,-8.933612,-6.193161,-1.226296,2.319801,-0.112407,4.52716,4.615145,4.555513,3.582691,2.888309,3.655021,4.31905,3.770878,3.953122,2.496354,1.346771,2.207382,-0.3292049,0.6382914,0.3079478,-3.663881,0.08414508,2.34291,1.114257,5.879646,6.177215,4.921048,7.085869,5.069166,5.200844,5.632899,7.332045,13.33194,9.135654
103.6637,32.07838,3.112398,-25.65531,-22.28851,-16.4821,-9.911103,-7.725251,-0.6648534,-1.885112,1.349139,1.149618,4.891675,4.169865,3.316717,4.889893,4.256054,2.604348,1.671143,1.52127,1.967322,2.492946,5.739748,1.654406,-4.756117,3.030441,0.1085371,-1.456791,-0.7119485,1.54913,4.31494,7.308727,5.113133,1.695354,9.15371,6.281483,12.2819,3.263512,9.448071,13.62759,9.810307
103.6636,32.07839,1.758951,-23.5402,-21.99113,-18.19075,-13.52647,-9.01625,-8.384645,-0.1763424,-2.156261,-1.075267,3.581569,3.108264,2.982881,4.888525,3.827597,4.52011,3.704984,2.988837,4.340258,-0.00770969,2.28045,-0.2185622,0.5022388,-1.199634,0.2955554,-2.681578,-0.2177475,2.73684,2.030742,4.460148,6.486535,2.975828,6.219342,3.591358,4.537282,4.808866,7.185279,10.12165,8.41286
103.6636,32.0784,3.274373,-27.62017,-21.55661,-13.47523,-13.51914,-7.180249,-7.244676,-3.770342,-5.174593,-3.10731,1.320747,-0.5109618,-1.875222,2.713988,2.068547,3.409548,5.379207,6.716458,3.126828,2.204231,2.812992,5.248316,-1.567146,-2.213502,-3.129073,-2.165179,1.027593,1.187643,0.04078809,3.382213,3.153998,4.214813,3.604093,3.069806,1.830252,5.369611,6.262293,3.255388,5.409034
103.6634,32.07843,-2.250911,-23.26054,-31.99377,-11.53583,-14.22657,-19.43773,-12.97492,-2.407781,-6.89489,-0.5533788,1.189893,0.0966371,7.549358,5.450797,3.944747,7.198497,1.25157,3.57726,4.180979,6.407704,1.389888,1.85974,-3.604055,-2.932504,-7.74421,-3.518047,-4.044785,2.707962,-2.219202,7.090769,1.320015,-1.685875,2.723419,0.1503496,-1.152614,-2.346476,-5.568289,7.208497,2.187914
103.6629,32.07851,0.04972515,-20.75122,-16.48862,-14.83607,-10.51541,-7.022508,-0.1974091,1.700132,1.535774,5.278518,4.67113,5.729396,7.282909,5.932257,4.738143,3.919988,5.087537,3.862229,2.906399,0.6914762,-0.600906,0.6975864,-0.3347571,1.079808,-1.331953,-3.061076,-2.433653,0.5902774,-1.968342,1.608784,2.764378,2.696948,3.356145,3.958295,1.35843,3.126309,1.74681,11.42128,0.2521149
103.6628,32.07851,0.3274187,-20.00608,-15.89712,-13.73987,-9.903687,-6.267855,-0.8554844,2.600615,3.139534,6.453177,6.20808,6.63054,7.383645,6.202977,5.038173,2.797838,4.495254,3.440252,3.338106,2.341862,1.564008,1.438186,-2.289287,-0.9197728,-0.1563974,-4.355569,-1.91612,-0.2175582,-1.879188,1.877132,3.293879,4.952073,4.073257,5.057936,4.155654,4.911753,5.067694,10.50492,1.46058
103.6627,32.07853,-3.618304,-16.15245,-15.04134,-11.61307,-2.296281,-0.5376689,1.512491,7.720845,9.615778,7.914591,7.540247,9.335288,8.030828,6.377158,5.2742,3.97643,1.803165,6.94022,1.243954,5.785345,1.612474,2.270909,-1.028635,-4.466566,-3.746181,0.9875433,1.861434,3.068851,0.179341,2.587611,2.551724,1.587544,4.177093,2.963017,0.9809251,0.7345318,-2.773673,0.7003222,-12.59954
103.6627,32.07853,-4.726634,-16.63811,-12.47532,-11.716,-6.016569,-0.2464365,3.098656,4.517519,5.552437,7.7848,9.060368,9.290058,7.611328,8.387539,7.295033,4.446661,1.627707,5.429478,3.828136,2.235599,-0.3668344,0.1097168,-3.916656,-4.316122,-2.713416,-1.273099,-2.425609,-1.486541,-2.238546,0.1564837,0.5681257,-1.331502,-1.198689,-2.491601,-2.627024,-2.818237,-6.632108,-3.715913,-15.36185
103.6627,32.07854,-4.661926,-14.89134,-10.49527,-8.820107,-3.715763,0.1062903,3.946312,6.245564,6.739784,9.129028,7.966524,7.648626,8.014287,7.584785,6.317645,6.013866,5.384046,4.524025,3.146437,1.889043,-0.1090033,-2.431239,-7.632794,-4.654005,-4.267408,-5.343929,-4.500946,-3.306827,-2.76176,-2.973121,-1.725027,-3.420014,-4.465527,-3.01635,-5.722334,-3.927379,-5.877977,-2.661062,-10.5921
103.6626,32.07854,-5.371576,-14.92642,-8.422095,-9.280298,3.450237,-1.360084,3.732048,3.201155,7.080994,6.947288,5.997924,7.921998,8.312985,6.786519,5.380136,6.678388,5.644466,3.285314,2.782146,0.329009,-0.6074936,-2.701985,-5.770164,-4.479562,-4.764873,-5.778734,-6.937552,-5.777935,-4.562973,-4.671979,-0.832414,-3.464478,-2.39804,-2.143162,-3.572884,-0.5066123,-3.968965,-2.062938,-11.44699
103.6626,32.07854,-0.1260656,-30.16536,-15.28398,-14.95742,-2.546464,-3.841147,1.443956,7.935863,6.040002,8.2672,16.22965,10.77559,6.772863,5.085739,4.546097,4.158053,5.272576,7.757222,4.223884,7.365006,1.5279,-1.69306,-3.39363,-3.400234,-4.744812,-3.000066,-3.604691,3.260803,-1.682651,2.725001,1.641536,0.4690081,-2.134087,-0.5299426,-4.253441,-3.29418,-8.299175,-4.991859,-12.99282
103.6626,32.07855,-1.42519,-23.38759,-13.27632,-12.7675,-2.608838,-7.896714,4.86079,9.072813,7.915562,8.33667,15.17101,13.01654,11.00509,6.043731,5.21229,6.588792,5.297405,3.575648,3.885271,5.501999,0.1164875,-0.6232934,-4.275121,-3.593143,-7.142344,-4.153664,-9.376301,2.173686,-2.38706,-1.552681,0.9880148,-0.8920142,0.02221064,0.6967024,-3.118928,-3.10314,-5.813516,-0.02284231,-12.12702
103.6625,32.07856,-6.06549,-12.81223,-8.743152,-6.939697,1.77281,2.294989,5.38667,7.117531,11.70044,6.954751,11.15797,7.708766,9.105621,8.295487,7.025414,7.608808,7.419379,5.084096,2.875025,1.550942,-6.593612,-9.556562,-6.557446,-4.000305,-4.525323,-3.627171,-9.409371,-4.315503,-5.182621,-3.4447,-0.940748,-2.420748,-6.930495,-3.954957,-6.47806,-0.7091305,-5.407085,-4.401193,-16.57024
103.6624,32.07857,-9.720478,-12.40364,-9.806337,-8.419818,-0.002125723,0.4485148,6.971085,7.404104,11.79126,3.101384,6.364259,8.323497,12.89484,8.574066,6.87472,6.528746,3.277488,3.885635,3.330092,0.5443594,-6.154377,-9.945868,-2.693183,-0.6313101,-5.321581,-8.912841,-6.798534,-4.217432,-5.447825,-4.163902,-5.53571,-9.175132,-6.764952,-11.32244,-15.94011,-13.09038,-13.13758,-3.633291,-28.23373
103.6625,32.07856,-5.405478,-15.20654,-8.898178,-5.816313,1.185791,2.411062,5.490791,7.198982,9.433424,8.855667,10.84678,8.477521,8.757066,6.618994,5.410544,6.224231,3.862841,5.955007,4.489183,2.310174,-2.462313,-6.112426,-4.940678,-4.493607,-4.572329,-6.369125,-8.847745,-7.693686,-6.251637,-2.629779,-3.655191,-4.090968,-5.507505,-5.493839,-6.803243,-4.593764,-8.116675,-6.387579,-18.56598
103.6623,32.07859,-3.829825,-13.62928,-9.443385,-5.124238,-10.12821,-1.968743,5.505744,10.4626,6.617341,3.799592,9.259226,8.997593,5.000592,5.345767,4.42338,6.906301,7.186156,5.542453,2.050125,1.503302,1.426202,-1.709182,-6.482247,-6.801644,-8.37946,-5.198395,-12.38159,-6.04774,-5.233035,-13.36976,-4.165053,-4.87703,-6.233708,-6.065884,-2.632923,-14.115,-2.245103,-16.53459,-22.12077
103.6624,32.07858,-10.27039,-7.316819,-0.8568219,1.406984,0.5781292,3.23921,10.98177,12.03799,10.49738,14.15543,13.33757,11.95419,13.05268,11.51193,10.35776,9.65333,7.430462,7.735504,2.760792,2.038155,-6.776485,-8.935986,-12.38494,-11.28575,-9.593164,-8.235977,-9.478157,-2.186329,-8.678555,-10.24568,-0.4053059,-4.991032,-8.708243,-13.37379,-12.58686,-11.7776,-14.71039,-11.73551,-19.45794
103.6623,32.07859,-4.290169,-14.76269,-10.82158,-5.435359,-8.07836,-1.658278,6.710895,10.79733,8.728549,7.584452,11.77299,11.54061,6.179203,8.17313,7.543141,7.257784,6.297545,6.71051,2.80315,-0.2148729,-0.06380325,-6.112382,-7.627789,-8.403059,-8.376337,-26.54652,-21.45186,-9.924973,-19.64814,-20.58322,-6.612514,-17.94142,-9.941999,-9.06764,-17.98396,-18.70006,-21.25569,-16.20261,-28.86477
103.6622,32.07861,-6.019874,-16.12893,-9.205599,-8.481485,-5.853873,-4.707141,2.882866,5.322003,3.07037,9.222901,6.250451,8.605978,7.979482,5.627925,4.340401,6.313727,0.9814429,5.514041,4.498682,4.681108,1.225609,-5.252645,-4.598382,-7.808538,-7.435646,-9.180665,-9.129457,-8.992907,-7.31257,-7.879034,-7.901343,-8.258119,-7.739581,-9.696889,-8.464672,-7.440557,-10.83157,-10.43028,-19.98426
103.6621,32.07862,-6.236219,-14.86968,-6.036804,-4.292023,-8.193006,1.100312,6.576597,9.555575,7.917565,5.64518,2.532121,4.000194,5.822425,5.486755,4.086127,8.023563,1.167846,2.923175,4.814281,2.127755,-2.275617,-6.22565,-1.940751,-4.903381,-8.722531,-5.094424,-5.136646,-7.699941,-5.499592,-6.991774,-4.098567,-6.22111,-6.121641,-5.923328,-5.21357,-7.962752,-7.440483,-4.788651,-13.37797
103.6621,32.07862,-7.302389,-8.808979,-4.222451,-4.061115,-4.465878,2.930622,8.999742,13.72361,7.321981,7.458865,5.711273,7.711255,8.386845,6.001094,4.602105,8.472741,3.793473,3.073367,-0.1134957,4.956122,-0.5831951,-2.388929,-2.143951,-8.510806,-6.821162,-5.865956,-3.773528,-4.716482,-4.395626,-5.692985,-2.641954,-7.642039,-6.786159,-4.100268,-4.455846,-5.667332,-4.485206,-3.626063,-19.63863
103.662,32.07864,-8.273739,-12.88244,-11.57316,-12.70556,-5.406938,3.096269,11.4175,6.834865,-2.791817,5.434188,0.5324767,8.663014,11.72496,7.720336,6.176013,7.508653,5.957961,4.620882,4.951419,-3.155795,-3.835353,-3.730797,-4.9986,-16.34006,-8.713573,-6.037622,-5.376615,-5.407983,-3.68775,-4.140227,-3.073173,-5.260978,-0.06559642,-7.98679,-12.72383,-8.363165,-11.24987,-4.687673,-17.11963
103.661,32.07879,-10.58141,-8.028726,-4.350146,0.2891235,7.523382,-1.231046,8.105857,13.94949,24.28862,21.53218,18.26066,13.59661,21.72454,13.71099,11.84338,17.87719,4.27035,11.39036,-3.470777,-3.503233,-3.632592,-8.915217,-9.419517,-16.10482,-12.87885,-14.12084,-13.39891,-14.6055,-12.51008,-16.45422,-11.99145,-12.96662,-10.42813,-10.85416,-7.897515,-9.372797,-11.43574,-6.686513,-14.09235
103.661,32.07878,-11.43964,14.03398,15.76476,17.42691,17.62186,21.69026,11.18923,17.57521,19.54959,16.92071,9.970352,7.875933,15.65377,9.196404,7.4896,12.62719,4.71875,5.986237,2.631811,0.4263208,-1.521754,-5.393789,-6.741771,-14.56489,-9.899107,-5.391297,-4.955545,-11.01898,-5.638789,-10.07657,-7.482184,-5.15288,-10.46059,-12.06499,-10.45305,-12.65102,-8.448599,-1.118311,-7.034094
103.6639,32.07849,2.583448,-25.20058,-23.95025,-15.21525,-14.39389,-5.52354,-4.990981,-2.44983,-4.593097,-2.861299,0.8472498,2.320457,0.9447721,4.07786,3.213667,2.55365,2.990935,9.008181,1.689329,1.064227,-1.797258,-1.196197,-0.9094493,-0.8310775,0.3532572,-3.371095,-0.8061622,0.9086053,-0.3462113,2.655696,3.653805,2.431022,4.514205,5.74865,5.864474,7.385221,6.838235,8.823643,7.568953
103.6638,32.07849,3.065062,-30.69648,-25.43062,-20.65914,-15.33292,-12.45575,-3.960803,-1.717093,-1.180426,-0.394221,2.282544,2.378872,3.13689,4.122553,3.268368,2.340395,4.656981,3.002515,3.393968,1.071844,1.16127,1.821649,0.4206784,-1.327055,-0.200302,-0.07049822,1.474599,6.199392,2.983731,6.946517,8.076492,4.635515,4.879929,8.00151,10.36589,8.291008,8.169988,14.21518,8.301382
103.6638,32.0785,2.729127,-28.90644,-21.53744,-20.35481,-12.70019,-7.135389,-1.606668,0.633459,2.070081,1.381881,5.260433,2.63206,2.611122,6.245893,5.417593,0.7721919,8.501862,1.896832,-0.4605809,4.095376,-0.3210283,4.766381,-0.2027308,0.582791,0.8774331,1.404871,-1.103132,4.856524,3.29919,5.97213,6.820879,2.982309,5.761362,1.292397,0.8792483,2.480175,11.57336,16.56674,8.092703
103.6637,32.07851,3.17596,-26.2089,-21.44131,-18.67879,-13.03495,-10.89548,-5.644863,0.3946961,0.1803265,1.808213,5.315217,5.272387,6.07137,4.794406,3.961547,2.372286,4.219701,1.820182,2.728111,2.996222,6.100392,-0.7256901,-0.6413705,-0.557939,-3.229801,-4.827143,-3.844239,-0.4591497,-0.3179076,2.617931,3.53656,0.8457177,4.47834,4.255776,4.061295,4.160115,6.968731,10.72255,8.309797
103.6637,32.07851,3.56123,-25.25814,-22.48703,-17.73811,-12.50727,-10.02649,-5.371144,-0.7962956,0.7144111,0.7870598,4.606832,4.743896,4.903634,3.751515,2.986589,3.119581,3.222546,4.171288,3.955641,2.887935,1.964852,1.329978,-0.5739408,0.1583116,-1.327916,-2.135928,-1.68414,1.87865,2.33551,4.294785,4.400496,3.849551,5.40357,5.120918,4.776929,5.117328,7.421231,11.93144,8.907623
103.6637,32.07851,4.686971,-27.1588,-23.39898,-18.36254,-10.15123,-9.159132,-3.177914,-1.412993,-0.5758666,2.650441,5.981251,4.846935,2.575906,5.926732,5.572068,2.81669,3.076778,3.138288,2.942217,1.785163,-1.797759,1.907676,-2.637658,3.987228,-0.368836,-0.9061029,1.186841,2.070923,3.652812,5.18845,4.246938,3.156117,8.59847,9.13439,11.30884,2.573635,12.4776,14.50614,11.19242
103.6637,32.07852,2.92309,-27.28066,-23.5876,-19.19868,-12.56727,-12.1309,-5.156587,-2.291392,-0.4247846,1.042277,2.154213,4.589188,3.367051,4.330594,3.527767,1.490439,2.625864,2.746549,2.432126,2.351068,2.693318,1.142917,2.109855,0.895609,-1.888574,-1.095059,-2.612911,1.738843,0.5493451,3.930811,6.369452,1.113216,9.942053,5.401506,6.682904,5.753897,8.69204,13.45975,8.92909
103.6636,32.07852,7.036819,-33.30755,-30.6412,-23.45969,-15.92531,-15.20118,-5.093211,-0.722773,3.385188,0.3360341,2.905044,5.512926,-0.1635207,3.735714,3.373466,-0.7909277,6.052743,2.616373,3.824759,4.252558,3.25984,2.036415,1.481728,0.8406369,-12.43074,-1.316776,-0.7976193,4.675228,2.037667,7.679786,1.23447,7.579544,14.56094,11.44934,10.98553,8.196386,14.61091,12.27981,13.39394
103.6636,32.07853,3.093287,-30.06961,-26.71329,-23.47361,-18.20023,-13.19167,-2.861767,-1.319558,6.790596,3.246729,2.804461,4.399952,-0.2065823,5.053455,4.106895,1.767859,5.118444,3.043434,3.220162,2.373537,1.445529,0.4361162,-2.38714,-0.9407248,-1.01643,-5.68442,-2.766994,0.8740191,-0.5945904,1.967119,1.292728,2.05985,4.551671,5.274313,3.464472,6.373177,6.906332,9.616388,7.496336
103.6636,32.07853,2.890917,-27.26632,-23.97047,-19.72748,-16.71173,-11.74417,-8.272206,-3.7356,-4.881835,0.1862717,2.935389,3.080268,2.912628,4.666778,3.780271,3.087987,3.117613,3.946578,4.333174,2.61193,2.568062,-0.2183117,-2.295784,-1.623404,-1.595368,-3.336881,-3.180717,-0.2712485,-0.4235286,1.828868,4.883852,1.627285,3.054509,4.032024,2.964405,3.594327,5.559386,9.515999,7.718559
103.6635,32.07854,3.36238,-23.05664,-20.67869,-18.88449,-12.13908,-11.29519,-6.756567,-4.260651,-2.2344,-0.06196849,3.377272,2.914263,5.583134,3.037266,2.040028,5.642086,4.813546,2.093857,4.708795,2.41003,5.012308,1.492295,-0.3652349,-2.149665,-1.562084,-2.161672,-6.522272,0.6238722,3.681446,4.105205,3.929438,3.255662,3.510094,5.092505,3.645817,4.083103,0.1373183,9.615599,9.575592
103.6595,32.07901,-12.02833,12.10636,18.05523,-1.296691,7.973126,16.65604,16.69733,6.090096,-11.26379,-5.355567,12.7292,11.15621,3.137384,6.853138,3.908618,3.942084,-0.3258153,2.1865,5.357124,-3.967508,8.16831,4.232347,-2.09531,1.766195,-1.28036,-1.919075,-3.82117,-1.261345,-2.787465,-4.654687,-5.720009,-4.4385,-5.289052,-7.916037,-10.19746,-8.532823,-8.145658,-3.124612,-5.061924
103.6628,32.07865,-6.300985,-12.77449,-8.389667,-9.162285,-3.608391,1.605939,2.570197,5.050325,4.911905,5.908365,4.270404,4.625834,11.29569,7.476674,5.59595,5.620687,1.917895,3.09936,2.93514,1.343242,0.3882811,-3.80115,-2.139727,-0.07833813,-2.375212,-6.3099,-1.073035,-4.625458,-5.046566,-10.55619,-7.68321,-1.792856,0.4475046,-2.705482,-7.791491,-1.457844,-7.187563,-6.188448,-14.32543
103.6628,32.07865,-2.392085,-13.40975,-12.33075,-7.786286,0.9488847,-0.1125665,3.088303,7.040231,0.2970897,9.199205,10.97384,5.697684,6.605186,6.654152,5.421506,3.025445,2.108987,3.596669,5.649818,4.499209,3.15126,-3.531261,-1.300403,-1.413885,2.617736,-3.747432,-1.79786,2.19682,-2.574532,-0.9970217,4.077889,9.583618,2.115096,2.191713,2.035111,4.836143,3.407187,-2.036644,-5.119773
103.6624,32.07871,-8.570158,-13.90685,-10.16561,-6.472538,-3.412315,-2.369191,4.050148,4.278383,13.95625,4.295738,1.865881,8.445115,10.71826,7.944032,6.63406,7.740479,5.506058,6.585688,3.456828,-0.8910252,-6.230423,-7.477208,-10.82014,-4.717732,-7.81213,-10.41486,-8.808952,-7.462652,-7.543916,-8.217821,-7.4307,-8.798544,-7.150373,-12.9092,-15.48467,-12.79565,-14.92939,-7.169596,-25.91874
103.6623,32.07872,-9.222136,-13.0027,-11.01427,-11.70693,-7.49454,-3.905525,5.583001,7.925773,9.867875,8.733399,6.942986,8.925607,8.944125,4.744281,3.397481,11.93685,3.829949,8.154018,2.432607,-0.003704492,-5.122476,-4.443061,-3.619419,-6.656216,-8.940171,-8.57009,-7.971787,-15.75023,-15.46542,-18.42074,-16.73542,-18.10781,-14.33629,-20.13899,-17.68636,-22.69997,-18.6518,-18.89647,-31.66951
103.6622,32.07874,-9.764,-19.52287,-11.40176,-9.649981,-8.844993,-0.6431847,6.736849,2.87066,9.226331,8.184479,14.64262,13.28454,13.45918,9.754115,8.069053,9.03694,2.100278,5.006427,6.222637,0.7324437,-2.230222,-10.8449,-11.35926,-11.43453,-8.610139,-11.34886,-10.28207,-12.71961,-12.13477,-9.495485,-8.659549,-12.10321,-8.414035,-10.33989,-14.53797,-10.39785,-16.70068,-15.99599,-26.39221
103.6622,32.07874,-7.503493,-16.69987,-10.08281,-6.721349,-7.086106,-0.5023566,-1.249473,5.619724,6.330705,7.082429,7.770585,8.368104,9.623343,7.525822,6.32864,7.271689,4.617121,5.689879,7.178751,3.840162,-2.483498,-8.892693,-13.90329,-11.43518,-4.403471,-5.142727,-7.017622,-6.14083,-6.957838,-5.54628,-4.089582,-5.042119,-6.083103,-9.146191,-9.505748,-9.849976,-15.93565,-12.47151,-20.99508
103.6621,32.07874,-5.457695,-18.28207,-5.292439,-3.669852,0.2004451,-4.708328,0.4708402,6.518406,10.32762,11.42032,11.66491,11.80757,13.10923,9.776328,8.625536,8.503524,6.494447,2.987578,4.578882,0.4777043,1.629859,-8.981231,-5.601166,-5.598591,-4.006622,-1.956799,-5.576915,-4.972926,-3.440857,0.1520323,-1.503442,2.929829,-1.094791,-3.507282,-3.338423,-2.436432,-7.807138,-8.662371,-6.934833
103.662,32.07876,-3.99604,-14.79913,-16.31527,-13.68013,-17.93903,-11.6962,-11.23867,-0.2522033,4.544862,4.148208,4.350937,3.994048,0.6520895,6.887013,5.259387,9.159463,2.290179,4.746988,3.926372,2.009407,5.172297,-7.816206,-6.419034,-2.133935,-2.704617,-1.487225,1.886905,2.490993,1.480582,2.548883,4.335161,2.241078,1.458485,1.317496,0.6695341,-1.328838,1.417254,0.9636424,-9.332987
