export_res_ 1,export_res_ 2,export_res_ 3,export_res_ 4,export_res_ 5,export_res_ 6,export_res_ 7,export_res_ 8,export_res_ 9,export_res_10,export_res_11,export_res_12,export_res_13,export_res_14,export_res_15,export_res_16,export_res_17,export_res_18,export_res_19,export_res_20,export_res_21,export_res_22,export_res_23,export_res_24,export_res_25,export_res_26,export_res_27,export_res_28,export_res_29,export_res_30,export_res_31,export_res_32,export_res_33,export_res_34,export_res_35,export_res_36,export_res_37,export_res_38,export_res_39,export_res_40,export_res_41
103.6623,32.07776,0.9543457,-19.21997,-16.49067,-12.78558,-7.287445,-5.288654,0.01405397,2.496274,2.265341,4.39877,6.173306,5.219502,6.113994,4.9843,3.98554,3.937919,5.449947,4.16603,2.987217,1.610064,0.5660715,-0.343481,-0.2035579,-0.7797065,-0.8792072,-1.042278,-1.921499,0.3035342,0.5153356,2.434526,2.196381,3.58582,5.361516,4.636685,4.465174,4.535345,6.843862,8.654778,5.269639
103.6606,32.07795,-3.083351,-6.173808,-12.02319,-4.232528,0.1038279,-3.92056,3.471302,7.801694,0.7819376,7.273523,9.001858,7.746915,8.301818,3.000805,1.869741,12.34518,5.34758,3.910567,4.247354,1.068001,1.339014,-3.013289,1.443283,-1.995374,0.4804754,-3.008114,-4.499249,-0.3728854,-9.326716,0.1754027,1.63873,0.9484784,1.484706,-2.494506,-3.811542,-0.9874949,-7.578917,4.949065,1.874239
103.6623,32.07776,0.6738963,-18.32668,-16.90555,-12.0787,-6.142252,-5.378015,-0.4692006,3.423897,4.160563,6.084781,6.650015,6.252304,6.454494,5.554783,4.580709,3.56697,4.406613,4.570722,3.547856,2.373746,0.1245105,-1.031996,-0.5418425,-1.283779,-1.738133,-1.4311,-2.662162,-0.04153157,1.107255,3.110693,2.742005,3.670155,5.036453,5.728414,4.355385,5.764791,6.337664,7.227071,4.792626
103.6604,32.07799,-2.832701,-11.38641,-6.78651,-7.403007,-0.9543147,-1.715008,6.302766,3.965518,0.7489635,5.263278,9.498067,8.785157,10.32226,6.62742,4.80302,6.038496,0.5102523,-3.188746,5.59163,0.1748246,3.18823,2.137208,2.492902,3.622686,-1.772273,-1.350425,-0.00878689,-0.8925151,-1.028387,3.793506,-1.309593,3.056219,3.384035,4.270665,2.676723,6.347003,6.51192,15.50699,8.596815
103.6604,32.07799,-4.063932,-14.98038,-11.08151,-9.687717,-2.995307,-4.164118,2.518946,0.3239622,0.6205784,4.505831,4.96806,5.446291,9.460566,5.871842,3.87105,5.536688,-0.2592592,4.959392,3.409619,0.02206305,1.897066,-0.7417951,0.825317,0.7665797,-0.9550703,-0.1606688,-0.4124237,-0.8094941,0.1368265,1.693349,1.71256,1.310462,1.969112,1.245779,-0.3395884,3.054754,2.020113,11.72928,4.885632
103.662,32.07781,-0.2953882,-17.88732,-14.68179,-11.34715,-7.382891,-4.824502,-0.5037742,2.263057,1.807041,4.773404,7.401353,7.152712,6.911164,6.13372,4.966942,5.555192,4.516147,3.623123,2.741975,2.690192,0.900174,0.3351233,-1.666457,-0.746659,0.189685,-0.2078051,0.8966678,1.531724,2.691534,4.718482,4.804225,4.361374,4.315011,6.723439,4.082805,4.638615,6.293503,8.828688,6.355712
103.6624,32.07777,0.1636912,-16.85523,-13.89689,-10.93197,-3.272337,-1.098569,-0.4327645,1.79998,3.050094,6.313978,8.496435,8.676179,5.190015,7.464444,6.407103,5.250428,5.185975,5.018925,1.663166,1.433457,0.6072347,0.4678926,-2.31644,0.1716342,2.362413,0.6776677,0.8298927,3.628905,2.954878,4.736904,5.127036,6.010558,6.164535,7.016332,4.485981,6.13798,7.035553,10.45895,6.917108
103.6624,32.07778,0.005716747,-19.50082,-17.37557,-13.76076,-8.34663,-4.494977,-0.1666009,3.097136,4.019102,5.782217,6.278391,5.387851,5.714747,6.096466,5.066119,3.414379,3.931241,3.815267,3.657172,2.861071,-0.03877023,-1.031325,-1.408376,-1.961198,-2.923939,-0.8582868,-1.725703,-0.3080698,1.030969,3.360499,3.336648,2.093658,4.059587,5.060203,3.360574,4.392507,5.618593,7.629616,3.225639
103.6619,32.07783,2.255182,-19.79339,-17.59771,-12.63122,-19.848,4.527263,-0.3357095,2.617373,3.558622,5.543915,7.491839,6.692148,4.939721,6.436583,5.456925,3.528807,3.697518,5.049047,3.474974,3.542302,-0.03990044,-1.064892,-1.406982,-0.1599048,-0.5847462,-1.349021,-0.0322877,-0.2062561,1.717335,3.34122,4.302576,4.836154,4.979257,5.806872,3.472497,4.951258,5.353134,9.815734,5.877461
103.6624,32.07778,0.6585264,-17.76601,-18.06231,-12.2709,-7.502369,-4.07038,-0.810055,3.941952,3.454855,4.504986,7.665339,7.139933,6.313424,6.21791,5.144345,4.175784,3.736693,4.116385,2.728492,1.513704,2.461166,0.8655858,-0.4048849,-0.3856566,-0.8826442,-1.739293,-0.9530181,1.997198,1.910416,4.453411,3.59531,3.56346,4.659996,6.270753,5.302693,3.953543,7.083308,9.786664,4.575191
103.6622,32.0778,-1.146828,-17.04529,-14.03138,-12.07105,-8.135793,-4.34126,-0.575009,3.330178,2.722827,6.547596,6.378931,9.247553,6.317454,6.854706,5.732371,4.688945,1.640133,4.319592,3.190221,2.419297,0.5636259,-1.246166,-2.610324,-1.430773,-1.759449,-1.72628,-1.821761,-0.2412127,0.1920448,0.9140091,2.738215,0.4102623,3.398281,3.325916,3.144054,4.013589,4.401128,8.159127,2.9034
103.6604,32.07802,-3.872374,-18.80894,-15.59084,-12.58371,-5.329106,-3.680543,1.365485,-0.4113631,-0.07818028,3.922539,3.748141,4.129945,9.426729,4.969067,3.116296,4.474445,-0.8138728,6.088224,3.711918,3.249876,0.9003803,-2.778736,-4.662463,-0.08879206,-0.784983,-1.277511,-0.9609737,-3.286636,-2.424783,-3.201573,-1.091761,-2.329293,-0.377562,-0.6580416,-1.172764,-0.8328139,-1.869717,7.726191,3.808082
103.6624,32.07779,0.1820991,-19.37859,-16.21285,-13.3389,-7.842978,-4.913198,-0.3507411,2.487893,3.106663,5.02872,6.173993,5.930695,5.456131,6.209072,5.16363,4.287649,3.595534,3.057618,3.21287,2.148669,0.7577169,0.7195739,-1.397197,0.4294591,-0.5060703,-0.1726129,0.4521434,2.1373,1.994639,3.437435,4.320987,3.649485,5.048378,4.994109,4.359481,5.015825,6.671134,9.884014,5.449795
103.6629,32.07774,2.894589,-25.62001,-23.66397,-18.76867,-12.81653,-8.261395,-4.433511,1.891464,-0.4634117,0.144618,3.760336,6.241527,2.75814,5.861985,4.944243,5.192021,4.519047,5.241652,2.436631,-0.9338154,1.877337,0.3627535,-2.099738,0.1763676,2.235481,-1.933172,-3.668027,1.461213,2.946177,4.011989,3.410751,3.734021,6.445961,4.334018,2.89558,1.899312,6.760918,10.8433,8.285309
103.6629,32.07774,-0.2797121,-28.45753,-22.23452,-15.20434,-15.93665,-10.32429,-3.868153,3.048543,1.805526,1.932841,5.69428,9.946445,4.783416,9.815204,8.546468,1.213433,2.829338,5.227964,4.803819,-1.468698,0.4400477,5.46727,-3.968219,-0.6685902,3.011981,5.049235,1.147187,10.61005,3.964872,0.7077046,7.165665,6.612901,4.501624,6.547733,2.368864,-0.04113378,4.149462,7.824286,8.79845
103.6628,32.07775,0.1979351,-20.7903,-14.32961,-9.726776,-9.685843,-5.842416,1.833771,5.208727,5.235802,7.4387,6.672702,8.163973,6.619381,8.175753,6.74184,3.648378,1.829714,-1.070068,3.869586,0.9073675,1.219584,-7.054936,-1.645385,4.510316,-0.7081329,7.371907,7.207508,12.77249,11.05753,9.964634,8.543008,8.848273,8.873688,17.70864,17.47103,14.39821,17.63698,22.53985,13.26491
103.6628,32.07775,0.729979,-24.04771,-22.19234,-18.06217,-11.03673,-10.44574,-5.270273,-7.154431,0.9550534,-7.001741,-0.5629945,3.766325,2.476004,4.613235,3.385626,5.353413,6.132081,1.270668,3.074967,-1.668716,2.118112,0.6577048,-2.017024,-1.811158,-2.261904,-4.055881,-7.168374,2.861932,4.32438,1.101422,-1.199005,-4.210402,3.943727,-0.4296232,3.648823,-2.586154,0.04031171,9.494216,8.398761
103.6628,32.07776,1.72698,-8.016729,-16.19114,-14.63344,-11.31753,-3.381351,-6.996655,-11.53233,-9.090193,-8.266294,-4.313329,2.179622,0.2222769,1.978492,1.382635,6.404733,4.142203,2.83065,1.51958,11.53075,4.774093,5.173603,-3.592831,-4.010458,3.577333,5.008131,8.247955,6.776199,8.760447,9.450008,11.76056,14.17475,7.984044,6.31497,4.710617,7.737457,9.651347,11.59267,12.6551
103.6626,32.07779,1.218257,-19.14033,-18.94763,-11.18362,-10.06021,-6.90132,1.640642,5.243509,3.986538,5.908824,8.264585,6.136395,3.695317,2.647714,1.453901,2.08552,1.236506,2.646242,3.880669,7.606172,3.397063,1.928422,3.077901,0.9348108,0.1669671,0.2308282,-2.063335,1.618197,0.2103913,3.066806,3.337784,2.324829,4.789333,6.766123,6.291041,5.159156,8.112663,9.053334,9.399961
103.6625,32.0778,-0.129608,-21.16099,-16.75875,-12.89579,-12.51372,-8.386922,-2.917153,-0.4386292,-2.602699,5.547792,4.586537,5.801616,6.521867,7.176185,6.114906,4.900303,3.914056,3.390104,1.78622,2.167492,1.819454,0.6541606,-2.430461,-0.5685634,-0.04132215,0.1346424,0.9396642,1.867927,2.281108,3.489507,4.054839,3.710362,5.151865,4.420186,4.831011,4.821951,6.269159,8.316375,3.132054
103.6621,32.07785,-0.6188664,-19.60137,-15.48517,-12.97017,-10.91465,-5.089859,-1.232068,0.9702387,1.442907,5.215161,4.793904,5.567104,4.559334,8.705819,7.56974,5.226599,3.14019,3.275088,1.094507,1.71563,3.098207,-0.3715805,-2.949288,-1.072625,2.252222,-0.1447449,-1.376523,-1.267966,2.676939,3.435543,-0.6041871,3.694205,4.048769,3.277765,2.987965,4.282285,3.576196,4.062453,4.508102
103.6619,32.07789,-3.170238,-18.00116,-15.99379,-11.649,-7.513861,-7.887445,3.973818,3.470888,7.588097,4.742318,2.180596,5.532675,5.017501,5.038194,3.728041,3.76358,1.815271,3.298759,5.03694,-1.995629,-1.05238,-5.97972,-2.331877,-1.983158,-2.321518,-3.694777,-1.854975,-1.707338,-4.142676,-5.311657,-0.740627,-5.943618,-1.532217,3.803261,4.447503,3.477259,1.567399,3.576435,1.809642
103.661,32.07803,1.413673,-19.57348,-13.30982,-29.42885,-17.56748,-4.9965,-0.08077009,-1.047175,4.313704,8.789291,6.305193,-0.9072447,-1.07526,2.249541,1.184878,8.354833,1.702747,6.295579,8.197239,4.479131,1.513317,-2.760116,-3.364912,-1.772027,-11.92039,-6.762228,-6.701565,-9.466406,-6.965682,-6.414216,-3.781236,-1.164532,-4.646537,-8.240234,-9.981894,-3.463328,-8.088001,4.464691,-2.981444
103.6608,32.07806,-2.504992,-16.52687,-10.11473,-10.42733,-2.553308,-2.058495,0.398513,0.4918796,4.616366,9.648577,9.041662,2.408447,7.679405,7.739596,5.847968,8.946525,3.243134,3.398051,2.720115,0.2518347,1.084687,-3.047562,-3.229183,-1.547661,-4.626667,-2.342022,-2.812493,-2.269851,0.291215,-0.3609971,0.8527641,1.823316,4.083496,5.393373,0.07489383,7.56347,4.164386,10.84621,2.90058
103.6634,32.07779,4.661135,-30.00903,-26.28034,-15.20601,-14.59307,-11.50262,-2.950567,-0.4357079,1.608139,-0.9527724,4.007945,2.282366,2.584691,5.412974,4.642269,6.010014,2.967116,1.591861,3.724047,-1.946087,3.231317,1.293607,-0.1382288,3.815097,-3.921824,-6.009297,-3.681937,3.425922,2.889892,2.94616,4.213523,5.278994,7.156351,6.531899,2.599888,9.049862,12.70359,12.26633,5.882478
103.6633,32.0778,2.020604,-23.83283,-21.61886,-16.31988,-15.68235,-11.55762,-4.77119,-1.288322,-1.009125,1.536945,1.440773,4.32931,5.025655,5.332742,4.529681,3.746176,5.946556,4.831903,2.312628,0.701766,1.662753,-1.539351,-2.323408,-2.143178,-3.588547,-0.4447053,-1.868632,1.329999,0.3010965,2.520009,2.331882,2.730922,4.632421,3.116012,4.410168,4.201158,6.466609,10.12174,8.395353
103.6633,32.07781,2.478381,-26.41081,-20.23586,-15.75486,-15.21148,-14.93094,-4.219872,-0.3030712,1.882984,1.189411,5.598667,4.15517,8.315212,6.203039,5.440636,4.718509,-1.793233,5.680193,2.504982,2.261901,4.279814,3.128291,1.838607,0.2270188,-1.587222,0.687164,2.882974,3.496428,2.844641,6.509385,6.960154,7.115715,9.203879,6.133922,6.548407,8.356648,8.323154,13.41132,11.58469
103.6632,32.07782,0.925332,-25.27813,-23.15767,-15.08142,-19.89931,-15.96472,-8.021891,-6.007027,-9.231491,-2.987224,3.525366,6.657067,-4.677989,7.843915,6.647778,1.023208,1.360539,7.907489,1.72145,-2.809959,6.393778,-1.098961,-1.353298,4.071462,-0.2458482,-5.073584,-2.657397,3.275822,-1.963956,1.440134,5.190746,-0.3089853,-0.1376711,4.978271,6.262163,3.250501,7.822445,2.71765,11.65981
103.6629,32.07787,2.256049,-25.38979,-20.96012,-18.01449,-15.16643,-11.87113,-5.676575,-1.541477,0.5173082,0.6788626,3.915055,4.832735,4.108352,5.725443,4.588797,7.439272,4.347933,4.958774,1.700331,0.5208102,1.637495,-0.7970617,-0.6082302,2.572686,1.023677,-0.502464,0.02393661,4.032647,5.671063,4.190183,5.951962,4.629809,5.768589,6.834309,2.472671,2.877729,5.73848,11.37949,10.35264
103.6628,32.07788,0.462017,-20.39041,-17.35472,-11.04796,-7.831174,-6.809745,0.1720815,3.900059,5.414718,4.659579,9.440256,8.601769,5.542791,8.096778,7.327486,4.934573,4.266652,3.229481,0.9803391,3.294914,0.8660846,-2.683691,0.2604536,-0.1333081,-3.105877,-1.387316,-3.486941,-1.221787,-5.24522,1.653386,2.519095,4.039527,3.949195,5.680735,7.299057,4.175096,7.264662,6.885803,6.84365
103.6628,32.07788,2.01866,-23.15372,-21.25109,-16.07285,-10.05579,-7.733913,-4.336837,-3.074715,0.5597028,1.748295,3.825019,1.961473,2.373333,3.760456,2.740929,3.381371,4.211636,3.426088,5.195979,1.594814,0.2453968,-1.381153,0.6354668,0.1265752,-2.268333,-1.271211,-2.53469,0.6806458,0.8016452,3.216671,2.808079,1.310674,3.573123,4.521235,5.845685,3.082773,5.754894,10.98215,7.590683
103.6627,32.07789,0.02875209,-19.48526,-16.84907,-13.12133,-9.741568,-6.332149,-5.343291,2.55471,1.414174,4.66713,6.439773,9.581573,4.420201,6.892087,5.869897,5.494372,5.816188,3.328708,1.813527,4.209166,0.5534224,0.8856854,-0.6139486,0.1599217,-0.3974607,0.04053184,1.142502,3.458243,1.525395,6.342955,5.734516,4.676409,2.895781,3.95364,5.63105,4.366501,4.584856,8.373086,9.551237
103.6627,32.0779,0.4198877,-20.95755,-19.02523,-15.70765,-11.09439,-7.931643,0.8819317,1.763824,0.7243705,4.443058,4.018588,5.67845,4.254968,3.627032,2.446243,4.150239,4.774782,4.631705,3.590508,2.582643,1.312246,-2.018603,-0.4866305,-0.1073827,-0.2303652,-1.417935,-1.293729,0.2425134,-0.2230288,4.392432,3.209599,3.661616,3.548298,3.455286,1.464323,3.231551,5.107296,10.11661,3.70731
103.6627,32.0779,-1.537908,-17.63067,-13.06251,-11.98143,-8.480891,-6.773251,8.45536,9.811188,7.086513,5.53045,12.20585,9.016088,7.079154,7.750829,6.855145,0.508899,3.314876,9.038198,3.439305,0.1753339,0.3573382,-3.329692,-3.688166,1.823946,-1.166514,-0.7791805,0.7330629,2.131188,-0.4396989,4.225043,1.327238,2.662409,-0.35251,2.300735,-7.660955,-0.3107848,4.465864,3.302983,0.3984341
103.6626,32.0779,-1.097128,-17.47244,-14.87139,-10.28828,-7.913728,-5.0084,1.487373,14.76011,13.77677,3.982271,11.60392,6.525875,10.02177,8.801041,8.02617,5.346328,5.558477,-3.119035,3.271674,4.499946,-0.05294733,5.522418,0.7534823,2.5813,1.352098,5.03683,14.2261,11.83291,7.17401,8.819202,6.130002,6.722715,5.171902,7.009728,-1.592936,2.047652,9.546909,9.729771,10.04687
103.6626,32.07791,-3.394024,-15.73786,-15.23891,-13.33827,0.4286635,-17.54028,-0.6868683,6.689171,4.441089,4.346058,6.897557,4.855913,8.645694,10.51304,9.269047,2.913011,5.03457,2.708568,-0.03098819,3.055631,-2.718513,2.083789,-0.7375562,0.353655,-1.085535,-2.715358,-2.189869,3.328844,3.323373,5.494521,4.561233,2.579754,4.581904,5.001255,0.2230462,4.380123,6.41033,3.886831,7.465087
103.6625,32.07792,1.799512,-21.05893,-17.56172,-15.11245,-9.62121,-5.614193,-0.6809605,1.169305,0.1097399,3.731817,6.009437,7.090576,4.413876,4.766167,3.834942,3.311357,4.121262,5.293818,2.581187,1.595677,0.8087848,0.512377,-0.8688186,1.260042,0.6079345,0.6270335,0.8429817,2.043996,1.299677,3.323665,4.441005,4.797848,7.172396,9.285447,8.125183,6.423146,8.575682,10.19621,4.250593
103.6625,32.07793,0.8264641,-20.72958,-16.80152,-14.66585,-11.22721,-6.487701,-1.544625,0.7737672,0.5967724,5.284922,5.454103,6.421991,5.658108,5.893802,4.846839,4.561172,3.294004,3.858843,3.047717,2.209082,0.6941957,0.2108169,-1.258535,-0.4892971,-0.7892134,-0.9363723,-0.04116312,0.7499212,1.580493,3.201966,3.740501,3.814318,5.56278,5.988188,5.767753,5.953469,6.883474,10.27356,4.803669
103.6625,32.07793,-0.0484647,-19.42325,-17.96434,-14.0687,-12.19181,-7.710458,-1.808458,1.073035,1.796501,3.681519,5.341789,5.634315,6.490444,6.415014,5.267635,5.703044,2.199741,3.772547,3.455967,1.247161,0.3206705,-0.270716,-0.5453846,0.09490614,-2.281571,-1.861659,0.00929017,0.5582315,1.747358,4.255813,2.954822,3.5922,5.669179,3.963385,4.111708,3.676016,6.133051,10.08438,3.46132
103.6624,32.07794,0.5900649,-18.75545,-18.78623,-13.26881,-13.78737,-11.35515,-4.17395,1.53779,0.5635438,3.988705,5.751953,4.084972,7.392149,6.321691,5.345721,9.402689,1.183022,2.345972,3.077636,1.926835,2.215342,-0.6654269,-0.02346713,-2.878376,-2.958097,-1.550721,-1.867948,2.289458,4.31795,4.043182,5.92506,1.086562,2.483071,6.210833,2.544085,6.495566,4.448366,9.690753,3.942222
103.6624,32.07794,0.0428315,-19.54448,-16.95839,-13.11959,-8.813158,-6.407597,-1.688835,3.319644,4.774472,4.730597,6.387895,6.39863,7.02358,6.880036,5.893858,3.647737,3.346425,4.36416,3.133988,1.371552,2.194251,0.1243884,-1.454419,-1.347329,-1.14445,-0.8017026,-0.643936,0.8871987,1.578894,4.751519,3.406079,3.088378,2.386334,3.530758,3.164461,3.069404,5.208894,9.197242,4.173991
103.6624,32.07795,0.4593655,-18.04427,-14.86854,-12.87703,-3.476983,-0.990271,-3.90565,1.089081,2.233756,1.523265,7.833641,7.857696,4.749696,7.937479,7.02268,5.507782,4.976015,4.844963,1.597228,2.826116,1.253978,1.248056,-3.956351,0.1471737,1.876143,-0.1948298,0.09098317,2.835335,4.222731,5.797316,6.554993,5.494136,2.551944,5.699872,1.334513,3.309861,4.857277,8.476085,7.21434
103.6623,32.07795,0.3391662,-19.61002,-16.31532,-13.0336,-8.213283,-5.263205,-0.3108532,2.365195,2.568439,4.177589,6.701357,5.577598,5.445889,6.349799,5.332227,4.428447,3.420636,3.41861,3.408427,1.244539,0.7292786,0.462774,-1.174851,-0.05799434,-0.287002,-0.7278663,0.7641764,2.583307,2.564105,3.798084,3.933441,3.01888,3.941172,5.667496,3.982614,5.326871,6.52936,9.369395,5.722132
103.6623,32.07795,0.05028396,-20.39401,-17.06852,-12.98599,-12.68773,-7.732002,-0.237158,0.5216481,1.58666,2.880337,5.55703,3.796518,5.385947,6.08555,4.975048,4.366633,2.633476,3.886239,2.597287,1.646134,0.9135787,0.3124265,-0.6163838,-0.05965703,0.09929544,0.4489211,2.529098,2.232998,2.77793,4.144257,3.73279,1.726002,4.176001,7.344876,3.339835,4.411142,6.914181,9.93154,5.136545
103.6623,32.07796,-0.07702218,-19.07187,-17.19497,-14.97567,-11.42797,-6.741667,-4.628101,-1.135056,1.452239,2.397945,5.661531,3.505545,6.396154,5.50009,4.431969,2.801996,3.935656,5.758775,1.919631,4.149263,2.480283,-0.08436804,-1.321088,-0.7725065,1.309671,0.08848689,3.750223,-0.4533808,-1.583592,3.762094,4.558041,4.030603,3.553513,4.631787,3.251096,4.52359,6.018481,8.309433,4.460865
103.6623,32.07796,-0.7560671,-16.76896,-18.13662,-13.9889,-11.79012,-3.797109,-1.116144,0.9535254,1.308933,3.016762,5.64558,5.819463,7.014705,5.517823,4.265842,1.094385,3.801342,6.745386,2.730556,2.17957,0.8144274,-1.081464,-1.447028,-0.672909,-1.745212,-1.650177,0.8717589,-1.486072,-2.439907,0.9918548,2.877641,1.759286,2.650366,3.623679,3.867757,3.104085,6.53451,6.978521,4.204644
103.6621,32.07798,-0.08453838,-19.94768,-17.45712,-12.39854,-7.915833,-5.808968,-1.707605,1.098209,1.8981,4.947242,4.890519,5.247875,5.430027,4.880329,3.686516,5.869493,3.830917,3.917658,3.442658,1.50572,2.52668,-0.7990633,-1.625186,-0.5248893,-0.8359204,-1.754222,-0.6703222,-0.7681246,1.081123,3.178554,0.8933822,3.225403,3.77702,3.584297,4.321743,3.872069,4.189522,6.255879,2.826965
103.6621,32.07799,-0.880003,-16.49187,-13.65443,-12.90046,-0.689639,1.455261,-0.6234186,1.96627,-7.236947,4.420818,7.379378,7.025154,6.047122,7.143815,5.980065,3.009901,3.295517,4.566925,2.676619,4.716825,-2.221193,1.294159,-0.4808532,-1.869062,-0.7092851,-0.8297747,-1.571542,1.978995,1.444746,2.039451,3.740554,3.744725,4.404137,3.20601,5.039239,4.06399,5.531726,8.039722,3.34671
103.662,32.07799,-0.4187698,-18.07709,-15.21571,-15.77283,-3.306639,-3.689745,-0.3651939,2.957798,3.743157,6.634255,7.266805,7.170865,7.635354,5.565822,4.501584,3.931409,5.564776,4.062194,3.606057,1.951922,-2.88151,0.183313,-1.528784,1.0118,-2.224577,-2.596498,-3.510366,-2.447519,-1.623202,-0.4235418,2.729539,1.273855,4.257149,2.509676,1.914271,4.341148,3.106001,5.511377,0.9453488
103.662,32.078,-0.292086,-19.2704,-15.04508,-11.54423,-7.222489,-4.308562,7.119677,2.986989,5.381837,7.119402,4.071415,6.658601,7.008019,3.906146,2.751506,5.173401,3.363037,2.227574,3.557223,3.312318,-1.265232,-0.1606289,-1.844024,-0.5861712,-0.2369675,-0.5074962,-1.91287,-0.9207578,2.520589,2.211537,1.758196,3.094263,4.511612,6.359621,6.352435,3.812277,5.52552,10.39204,1.941593
103.662,32.07801,-0.4401328,-18.08107,-16.51268,-12.78766,-5.928972,-5.840556,-2.095014,4.051261,0.1577539,5.215533,7.403184,6.740895,9.41609,6.415356,5.164299,5.040082,3.858423,0.6848778,3.417311,4.281994,1.380242,0.003405365,-1.86144,-0.01838645,-1.056275,-0.9149573,-1.810629,0.403841,0.9944777,2.947665,0.8709359,2.725448,2.474219,6.060041,3.38264,4.012861,4.964211,9.690925,1.232073
103.6634,32.07791,2.476303,-24.25759,-22.23739,-17.62658,-14.0474,-12.08295,-1.990429,2.668068,1.844588,1.135175,5.645389,5.666371,4.144888,6.222298,5.473455,3.809231,3.086929,1.046455,3.919304,0.1101837,3.552109,1.38792,0.2963531,1.907049,-3.194562,-3.834637,1.074654,6.53296,-0.1125775,3.013535,6.532726,3.967752,8.785935,7.914217,5.633163,7.84018,7.661118,11.20555,9.712056
103.6635,32.0779,4.910003,-32.51078,-16.61145,-22.43728,-15.84718,-16.3903,-6.67711,-7.918188,2.760537,0.5672286,-4.413035,6.281368,-4.841941,1.669099,1.440069,5.499887,4.860567,2.535681,4.522721,0.6610762,8.433421,-4.139062,-1.125385,2.447824,-6.208369,1.373356,3.160701,3.709299,5.110961,7.748407,8.826922,7.686604,5.963302,6.17066,8.650292,5.874449,7.757834,11.57055,6.947835
103.6634,32.07792,3.291659,-25.9494,-24.25441,-17.21563,-14.69092,-10.58643,-4.377329,0.2956522,1.270235,0.8776976,2.960866,3.414911,3.123348,4.818794,4.053879,4.577212,3.719308,2.252552,3.805876,0.5505998,1.737576,-0.2173078,0.9254428,1.184783,-2.469628,-0.7919011,-0.4915553,3.394198,2.323088,4.826283,5.90119,3.513253,6.546476,7.365351,5.108778,6.990729,8.647483,12.43063,9.646104
103.6634,32.07792,3.952553,-25.38925,-21.43155,-16.39754,-12.03012,-9.085503,-7.660737,-3.811442,-4.863198,3.770364,6.878606,5.319826,4.457411,6.636946,6.021566,6.392078,4.644835,4.055013,0.9590818,0.5082831,4.534896,5.322573,-1.093569,2.575845,3.085748,0.7787321,0.2275619,0.6050059,2.789324,8.158564,7.699136,6.799089,3.337026,5.639371,7.638,6.336208,8.693225,12.04669,8.868733
103.6633,32.07793,3.736444,-24.96698,-23.00142,-17.10997,-10.32248,-9.149799,-3.921365,-1.565245,-2.08936,-2.091724,2.130915,3.097419,3.555813,3.459144,2.830378,2.927296,4.744144,3.955382,3.374022,2.126482,1.484348,-2.388897,-0.1716805,-1.650992,-2.632361,-1.02589,-2.481876,1.254056,-0.4632755,1.422126,4.395547,3.667818,6.734695,8.466614,7.227334,5.280194,9.778937,11.58835,9.141106
103.6633,32.07793,3.234535,-24.90751,-21.79062,-16.62444,-12.49918,-10.3134,-3.682937,-1.227712,0.07063292,1.427428,3.450788,4.835811,4.40462,4.667643,3.936474,3.129618,4.549321,3.867263,3.186606,1.841423,2.05847,-1.302298,0.3783744,-0.9668165,-2.300095,-2.021181,-2.188608,1.300988,1.003789,2.75422,3.758523,3.470276,6.183878,6.64672,4.771798,4.692566,8.653838,11.0525,8.437961
103.6633,32.07794,3.495169,-25.54786,-22.13675,-15.73307,-12.20931,-8.586172,-4.382664,0.3647214,1.882407,1.174989,5.813453,4.958011,4.350816,4.971628,4.176017,4.005645,3.469822,3.757256,2.362173,2.700656,2.629329,1.855026,2.119066,1.143971,-0.4269409,-0.8963709,-0.09522171,3.746447,2.653086,5.389787,5.949906,5.423402,8.406207,7.230921,6.019407,6.355944,9.270742,12.41509,10.01643
103.6632,32.07795,2.884223,-24.66209,-20.88091,-15.19903,-12.55047,-10.34715,-1.013781,0.588461,-1.019305,6.574351,4.744223,3.832289,2.821981,5.837529,5.205748,2.767993,3.543566,4.976655,3.751417,-1.61516,0.2104023,-0.3583652,-2.369555,1.514238,4.166994,-1.207482,-2.251668,0.7525836,0.8173544,1.549137,5.292335,3.120077,7.987348,4.123901,6.885117,5.188085,8.50911,8.978692,12.14042
103.6631,32.07795,1.299263,-21.93587,-17.23921,-12.2506,-6.98626,-8.052569,-2.090317,-0.6839355,-0.2812731,3.553197,4.691895,2.179601,-6.195442,5.479029,4.515418,2.856309,2.536287,9.585173,2.490239,0.0003659505,1.768889,-2.835024,-0.6545058,-0.5774831,5.188201,-2.599289,-3.731668,0.0007745207,0.4019021,4.214033,3.695872,5.060318,4.266464,1.54158,3.347082,3.443479,10.35718,5.761319,9.032128
103.6627,32.07802,6.462304,-17.87441,-21.08694,-8.303981,0.5591282,2.835314,3.690188,9.524195,15.55406,13.53494,13.60317,6.434361,16.26279,1.471632,1.052603,10.81149,5.002079,3.061015,2.864702,3.270203,7.463969,5.448281,0.4821791,-1.024908,-0.1520902,-1.314347,-2.899568,-3.769601,1.385026,-1.605149,-2.258933,9.560155,6.333668,5.540721,3.090044,6.87559,8.384356,10.87516,6.781476
